ID,gender,pastPurchases,ageGroup,jobIndustry,wealthSegment,ownsCar,tenure,state,propertyValuation,totalSpent
2959,Female,0-9,60+,Health,Mass Customer,Yes,08-11,QLD,5,1835.26
2960,Female,0-9,40-49,Property,Mass Customer,Yes,16-19,NSW,4,2935.67
2961,Male,50-59,40-49,Health,Mass Customer,Yes,12-15,VIC,8,6234.87
2962,Female,20-29,40-49,Property,Mass Customer,No,12-15,NSW,11,444.65
2964,Female,30-39,40-49,Telecommunications,Mass Customer,Yes,12-15,NSW,10,2411.89
2965,Female,20-29,40-49,,High Net Worth,No,08-11,NSW,5,2422.72
2966,Female,80-89,50-59,Health,Mass Customer,Yes,04-07,NSW,9,1037.03
2967,Male,60-69,40-49,Health,Affluent Customer,Yes,20-22,QLD,3,2466.28
2968,Male,30-39,40-49,Retail,High Net Worth,No,16-19,QLD,8,1644.27
2969,Male,10-19,40-49,,Mass Customer,Yes,04-07,NSW,9,2998.03
2970,Female,60-69,18-29,Financial Services,Mass Customer,No,04-07,NSW,8,1111.11
2971,Female,0-9,50-59,Manufacturing,High Net Worth,Yes,08-11,NSW,12,1511.32
2972,Female,10-19,60+,,High Net Worth,No,16-19,NSW,9,1188.88
2973,Male,30-39,40-49,Health,High Net Worth,No,04-07,VIC,11,2016.03
2974,Female,0-9,40-49,Financial Services,High Net Worth,No,12-15,VIC,7,255.19
2975,Female,60-69,30-39,Financial Services,Mass Customer,No,12-15,NSW,9,2020.68
2976,Male,10-19,50-59,Health,Mass Customer,Yes,08-11,VIC,9,3521.63
2977,Female,20-29,40-49,,Affluent Customer,No,16-19,VIC,4,1936.24
2978,Male,90-99,40-49,Manufacturing,Affluent Customer,No,08-11,NSW,9,827.71
2979,Female,30-39,40-49,Retail,Mass Customer,No,16-19,VIC,6,990.59
2980,Female,20-29,40-49,Manufacturing,Mass Customer,No,04-07,VIC,6,2573.04
2981,Male,20-29,40-49,Retail,High Net Worth,Yes,20-22,NSW,9,2643.87
2982,Female,30-39,30-39,Financial Services,Mass Customer,Yes,08-11,VIC,9,5087.35
2983,Male,0-9,30-39,Retail,Mass Customer,Yes,16-19,VIC,9,3344.17
2984,Female,40-49,60+,Manufacturing,Mass Customer,Yes,12-15,NSW,11,3865.97
2985,Male,60-69,30-39,Retail,Affluent Customer,Yes,12-15,NSW,10,6308.16
2986,Male,60-69,40-49,Financial Services,Mass Customer,No,12-15,NSW,9,5017.74
2987,Female,50-59,30-39,,High Net Worth,Yes,04-07,NSW,8,2846.67
2988,Female,20-29,18-29,,Mass Customer,Yes,00-03,VIC,10,3034.97
2989,Male,30-39,18-29,Health,High Net Worth,Yes,00-03,NSW,10,6845.06
2990,Male,60-69,40-49,Argiculture,High Net Worth,No,08-11,NSW,12,2584.69
2991,Female,40-49,50-59,Financial Services,Mass Customer,No,08-11,NSW,4,2602.52
2992,Female,20-29,40-49,Health,Mass Customer,Yes,08-11,VIC,5,6871.54
2993,Female,80-89,18-29,Financial Services,Affluent Customer,No,04-07,NSW,9,4095.63
2994,Female,20-29,40-49,Manufacturing,Mass Customer,Yes,16-19,NSW,8,179.84
2995,Male,60-69,18-29,Health,Mass Customer,Yes,00-03,NSW,7,3066.68
2996,Female,60-69,50-59,Financial Services,Mass Customer,No,12-15,QLD,7,1751.72
2997,Female,50-59,40-49,Health,Affluent Customer,No,08-11,QLD,3,2035.02
2998,Female,30-39,18-29,Manufacturing,High Net Worth,Yes,00-03,QLD,7,2511.7
3000,Male,20-29,40-49,Financial Services,Affluent Customer,No,20-22,NSW,10,1762.08
3001,Male,40-49,40-49,Argiculture,Mass Customer,No,20-22,NSW,10,2099.17
3002,Male,60-69,60+,Financial Services,Mass Customer,Yes,16-19,NSW,2,3193.23
3003,Female,70-79,50-59,Retail,Mass Customer,Yes,04-07,NSW,8,3575.95
3004,Male,80-89,60+,Health,Mass Customer,Yes,16-19,VIC,9,3550.04
3005,Male,30-39,50-59,Property,Affluent Customer,Yes,08-11,NSW,10,2602.31
3006,Female,70-79,30-39,,Mass Customer,Yes,20-22,NSW,7,3901.96
3007,Male,30-39,40-49,Manufacturing,Mass Customer,No,16-19,NSW,10,4500.3
3008,Female,40-49,30-39,Health,High Net Worth,Yes,16-19,NSW,7,3216.01
3009,Female,10-19,40-49,Health,High Net Worth,Yes,12-15,VIC,7,2250.3
3010,Female,10-19,50-59,,Affluent Customer,No,04-07,NSW,8,1903.35
3011,Female,80-89,18-29,Financial Services,High Net Worth,No,00-03,NSW,12,1349.76
3013,Female,90-99,50-59,Property,High Net Worth,No,04-07,QLD,7,3849.19
3014,Female,50-59,18-29,,High Net Worth,No,00-03,NSW,10,3377.44
3015,Female,20-29,18-29,Retail,Affluent Customer,No,00-03,QLD,9,5535.18
3016,Male,20-29,30-39,Financial Services,High Net Worth,No,08-11,NSW,10,4253.5
3017,Male,80-89,60+,Financial Services,Affluent Customer,No,04-07,VIC,9,4124.12
3018,Female,10-19,40-49,,High Net Worth,Yes,12-15,NSW,9,1798.21
3019,Male,90-99,30-39,Manufacturing,Affluent Customer,Yes,12-15,NSW,9,1138.54
3020,Male,10-19,50-59,Manufacturing,High Net Worth,Yes,08-11,QLD,1,2771.48
3021,Male,0-9,30-39,,Mass Customer,No,08-11,VIC,4,2943.78
3022,Female,20-29,30-39,,High Net Worth,No,08-11,QLD,8,2614.37
3023,Female,30-39,18-29,IT,High Net Worth,Yes,04-07,NSW,9,661.94
3024,Male,80-89,60+,Health,Mass Customer,No,12-15,VIC,6,3321.76
3025,Male,20-29,40-49,Financial Services,Mass Customer,Yes,08-11,NSW,11,1652.3
3026,Female,10-19,30-39,Property,Mass Customer,Yes,04-07,NSW,9,1886.6
3027,Male,80-89,40-49,Health,Mass Customer,Yes,04-07,QLD,3,1393.66
3028,Female,60-69,60+,Manufacturing,High Net Worth,No,20-22,QLD,2,3043.16
3029,Male,80-89,40-49,Manufacturing,Mass Customer,No,12-15,NSW,10,643.35
3030,Female,60-69,18-29,Manufacturing,Affluent Customer,No,00-03,NSW,5,2713.38
3031,Male,90-99,18-29,Health,Mass Customer,Yes,04-07,QLD,1,2910.87
3032,Male,50-59,18-29,Health,Affluent Customer,Yes,04-07,QLD,6,6183.31
3033,Female,60-69,40-49,Financial Services,High Net Worth,No,12-15,VIC,7,1418.21
3034,Female,50-59,60+,Manufacturing,Mass Customer,Yes,16-19,VIC,6,2661.28
3035,Male,90-99,40-49,Health,High Net Worth,No,12-15,NSW,11,1149.76
3036,Female,20-29,40-49,Property,Affluent Customer,Yes,08-11,NSW,8,3750.72
3037,Female,30-39,40-49,Financial Services,High Net Worth,Yes,16-19,NSW,11,1404.96
3038,Female,40-49,60+,,High Net Worth,No,12-15,QLD,5,3194.93
3039,Female,50-59,50-59,Financial Services,Affluent Customer,No,16-19,NSW,8,4762.49
3040,Female,80-89,50-59,Retail,Mass Customer,No,04-07,NSW,9,0.0
3041,Female,20-29,40-49,Retail,Mass Customer,Yes,08-11,QLD,7,1211.57
3042,Male,70-79,40-49,Property,High Net Worth,Yes,12-15,QLD,2,1629.25
3043,Female,20-29,30-39,,Mass Customer,Yes,16-19,NSW,8,2535.47
3044,Male,50-59,30-39,Health,Affluent Customer,Yes,16-19,VIC,12,5793.33
3045,Male,50-59,18-29,Financial Services,Affluent Customer,Yes,00-03,QLD,1,5802.77
3046,Female,50-59,50-59,Manufacturing,Affluent Customer,No,16-19,NSW,8,3229.86
3047,Male,20-29,50-59,Retail,Mass Customer,Yes,16-19,NSW,10,2316.95
3048,Male,30-39,50-59,Manufacturing,Mass Customer,No,16-19,VIC,1,7100.56
3049,Male,70-79,50-59,Property,High Net Worth,Yes,12-15,VIC,3,241.3
3050,Female,90-99,18-29,,High Net Worth,No,04-07,NSW,6,6353.12
3051,Female,80-89,40-49,Manufacturing,Affluent Customer,Yes,04-07,NSW,11,2117.44
3052,Female,70-79,40-49,,Mass Customer,No,16-19,NSW,9,666.31
3053,Female,60-69,30-39,Retail,High Net Worth,No,16-19,NSW,5,2338.53
3054,Female,90-99,50-59,Manufacturing,Affluent Customer,No,16-19,QLD,3,3330.78
3055,Female,90-99,18-29,,Mass Customer,Yes,00-03,QLD,6,5955.54
3056,Female,40-49,50-59,Entertainment,Mass Customer,No,16-19,VIC,8,1246.69
3057,Female,90-99,40-49,,Mass Customer,No,08-11,NSW,10,3769.74
3058,Male,60-69,30-39,Manufacturing,Mass Customer,Yes,16-19,NSW,12,5935.45
3059,Male,80-89,60+,,Mass Customer,No,16-19,VIC,7,2731.31
3060,Male,20-29,30-39,Financial Services,Mass Customer,Yes,04-07,NSW,8,5684.73
3061,Female,50-59,18-29,Manufacturing,Affluent Customer,Yes,00-03,NSW,8,3232.76
3062,Male,70-79,50-59,Manufacturing,Mass Customer,No,12-15,QLD,2,2857.68
3063,Male,70-79,18-29,Financial Services,Affluent Customer,No,00-03,QLD,6,1065.54
3064,Male,90-99,18-29,Financial Services,Affluent Customer,Yes,04-07,VIC,8,2410.92
3065,Female,80-89,40-49,Financial Services,High Net Worth,Yes,12-15,NSW,11,1367.38
3066,Female,20-29,18-29,Financial Services,Affluent Customer,Yes,00-03,VIC,10,1516.28
3067,Female,0-9,18-29,Manufacturing,Mass Customer,Yes,08-11,VIC,6,3575.9
3068,Female,80-89,30-39,Manufacturing,Affluent Customer,No,00-03,VIC,7,3084.65
3069,Female,50-59,30-39,Financial Services,Affluent Customer,No,12-15,VIC,4,1775.48
3070,Female,70-79,18-29,Health,Affluent Customer,Yes,00-03,NSW,9,399.21
3071,Female,50-59,30-39,Entertainment,Mass Customer,Yes,12-15,NSW,9,473.43
3072,Male,80-89,40-49,Manufacturing,Mass Customer,Yes,08-11,NSW,5,3373.78
3073,Male,10-19,50-59,Telecommunications,Affluent Customer,No,16-19,VIC,10,1264.33
3074,Male,30-39,50-59,Health,Mass Customer,Yes,12-15,NSW,9,4781.58
3075,Male,30-39,60+,Entertainment,Mass Customer,Yes,16-19,VIC,8,2741.29
3076,Female,0-9,18-29,Health,Mass Customer,Yes,04-07,NSW,10,1904.31
3077,Male,10-19,18-29,Manufacturing,Affluent Customer,No,00-03,NSW,10,3672.15
3078,Female,50-59,30-39,Retail,Mass Customer,No,04-07,NSW,6,1750.43
3079,Male,30-39,60+,Retail,Mass Customer,Yes,20-22,NSW,9,1903.52
3080,Male,80-89,60+,Financial Services,High Net Worth,No,08-11,VIC,8,4665.71
3081,Female,60-69,40-49,,High Net Worth,Yes,08-11,VIC,6,2631.23
3082,Male,60-69,18-29,Manufacturing,Mass Customer,Yes,00-03,NSW,8,1742.13
3083,Male,40-49,40-49,,Mass Customer,Yes,12-15,NSW,9,2308.56
3084,Female,50-59,60+,Financial Services,Affluent Customer,Yes,16-19,QLD,4,3082.9
3085,Male,90-99,40-49,,Affluent Customer,No,04-07,VIC,8,2076.68
3087,Male,60-69,30-39,Health,Mass Customer,No,08-11,NSW,8,3708.87
3088,Male,90-99,40-49,Retail,Affluent Customer,Yes,16-19,NSW,8,2487.23
3089,Male,20-29,18-29,Manufacturing,Affluent Customer,Yes,00-03,QLD,7,3618.44
3090,Male,80-89,50-59,Manufacturing,Mass Customer,No,08-11,VIC,8,3132.29
3091,Female,80-89,18-29,Manufacturing,Affluent Customer,Yes,00-03,VIC,7,1323.12
3092,Female,0-9,40-49,,Affluent Customer,No,08-11,QLD,4,920.72
3093,Male,30-39,18-29,Property,High Net Worth,Yes,04-07,VIC,9,2964.62
3094,Male,50-59,30-39,,Mass Customer,Yes,16-19,NSW,8,2859.96
3095,Male,10-19,18-29,Retail,High Net Worth,Yes,00-03,VIC,10,2799.49
3096,Female,30-39,40-49,Financial Services,Mass Customer,No,08-11,NSW,7,2717.1
3097,Male,0-9,40-49,Financial Services,Affluent Customer,Yes,16-19,NSW,5,2427.07
3098,Female,70-79,40-49,Health,Mass Customer,No,12-15,QLD,4,2968.25
3099,Female,70-79,18-29,Retail,Mass Customer,Yes,00-03,QLD,7,2079.57
3100,Female,10-19,60+,,Mass Customer,No,04-07,NSW,11,3919.57
3101,Male,60-69,30-39,Manufacturing,High Net Worth,No,12-15,NSW,12,614.62
3102,Male,30-39,30-39,Property,Affluent Customer,No,00-03,NSW,6,2883.51
3103,Female,0-9,60+,Retail,Mass Customer,No,20-22,QLD,7,5040.88
3104,Female,10-19,18-29,Property,Mass Customer,Yes,00-03,QLD,3,2407.32
3105,Male,80-89,50-59,Health,Mass Customer,No,12-15,QLD,7,4916.08
3106,Female,10-19,30-39,Financial Services,Mass Customer,Yes,20-22,NSW,6,2146.56
3107,Female,90-99,60+,,High Net Worth,No,08-11,QLD,3,3159.09
3108,Male,90-99,50-59,Entertainment,Mass Customer,No,08-11,QLD,2,5916.21
3109,Female,70-79,60+,Health,Mass Customer,Yes,08-11,NSW,9,3080.63
3110,Male,10-19,18-29,IT,Affluent Customer,Yes,08-11,QLD,3,1429.54
3111,Male,40-49,18-29,Financial Services,Mass Customer,Yes,04-07,NSW,11,1831.96
3112,Male,40-49,18-29,Retail,High Net Worth,Yes,00-03,VIC,11,3035.96
3113,Female,50-59,50-59,Property,Mass Customer,Yes,16-19,NSW,7,4144.86
3114,Male,40-49,40-49,IT,Mass Customer,Yes,16-19,NSW,5,2573.6
3115,Male,40-49,30-39,Manufacturing,Mass Customer,No,08-11,VIC,7,4020.91
3116,Male,10-19,40-49,Health,Mass Customer,No,04-07,VIC,8,2861.63
3117,Female,60-69,18-29,Financial Services,Affluent Customer,Yes,04-07,VIC,7,6938.97
3118,Male,50-59,18-29,Health,High Net Worth,No,08-11,QLD,8,6243.82
3119,Male,10-19,60+,,High Net Worth,No,16-19,QLD,9,2330.39
3120,Female,80-89,40-49,Health,Mass Customer,Yes,08-11,NSW,5,4179.11
3121,Male,80-89,60+,Manufacturing,Mass Customer,No,16-19,NSW,7,3164.13
3122,Female,10-19,40-49,Manufacturing,High Net Worth,Yes,12-15,NSW,9,3920.9
3123,Female,70-79,40-49,Health,High Net Worth,No,20-22,NSW,6,1248.49
3124,Female,70-79,30-39,Retail,High Net Worth,Yes,08-11,NSW,6,401.5
3125,Female,0-9,40-49,Health,High Net Worth,Yes,04-07,NSW,8,1702.43
3126,Male,0-9,30-39,Financial Services,High Net Worth,No,12-15,VIC,5,4780.79
3127,Male,30-39,40-49,Health,Mass Customer,No,08-11,VIC,6,3898.5
3128,Female,90-99,50-59,Manufacturing,High Net Worth,Yes,16-19,VIC,1,3687.54
3129,Female,40-49,60+,Property,High Net Worth,Yes,08-11,QLD,2,3590.37
3130,Female,50-59,40-49,Telecommunications,Mass Customer,No,16-19,QLD,4,3792.78
3131,Female,60-69,18-29,Retail,Affluent Customer,Yes,00-03,VIC,10,2725.76
3132,Male,30-39,40-49,Retail,Mass Customer,Yes,04-07,NSW,6,3426.54
3133,Female,80-89,18-29,Manufacturing,Mass Customer,No,00-03,NSW,8,2323.16
3134,Female,50-59,18-29,Manufacturing,Mass Customer,No,04-07,NSW,1,7491.11
3135,Male,80-89,50-59,Financial Services,Mass Customer,No,16-19,NSW,10,3983.97
3136,Male,60-69,18-29,Retail,Mass Customer,Yes,00-03,NSW,7,1210.21
3137,Female,40-49,18-29,,Mass Customer,No,08-11,VIC,8,2841.26
3138,Male,30-39,40-49,Financial Services,Mass Customer,Yes,04-07,NSW,10,3168.15
3139,Male,60-69,40-49,Financial Services,High Net Worth,Yes,16-19,VIC,7,1783.8
3140,Female,0-9,30-39,Manufacturing,High Net Worth,No,16-19,NSW,10,673.21
3141,Female,90-99,18-29,Retail,Mass Customer,Yes,00-03,QLD,9,1696.39
3142,Male,90-99,18-29,Manufacturing,Mass Customer,No,04-07,NSW,9,900.0
3143,Female,0-9,18-29,Manufacturing,Mass Customer,No,04-07,VIC,8,3361.84
3144,Male,90-99,40-49,Manufacturing,Mass Customer,Yes,08-11,VIC,9,665.17
3145,Male,10-19,40-49,Financial Services,High Net Worth,Yes,04-07,NSW,7,4067.64
3146,Female,70-79,40-49,Property,Mass Customer,No,12-15,NSW,5,6399.64
3147,Female,20-29,40-49,Retail,Affluent Customer,Yes,16-19,VIC,7,1273.08
3148,Male,10-19,40-49,,High Net Worth,Yes,08-11,NSW,9,3460.33
3149,Female,30-39,40-49,,Affluent Customer,Yes,04-07,VIC,10,2036.78
3150,Female,60-69,18-29,Financial Services,Mass Customer,No,04-07,NSW,9,1234.13
3152,Female,0-9,18-29,Financial Services,High Net Worth,Yes,00-03,QLD,7,2168.41
3153,Female,80-89,40-49,Financial Services,High Net Worth,No,12-15,NSW,9,4732.48
3154,Female,60-69,60+,Telecommunications,Mass Customer,Yes,16-19,NSW,10,2243.1
3155,Female,80-89,40-49,IT,Affluent Customer,Yes,20-22,NSW,7,1250.08
3156,Male,20-29,40-49,Financial Services,Mass Customer,No,04-07,NSW,10,311.61
3157,Male,40-49,18-29,Retail,Mass Customer,Yes,00-03,NSW,7,4886.13
3158,Male,20-29,50-59,Telecommunications,Mass Customer,Yes,12-15,QLD,9,2532.4
3159,Male,10-19,50-59,Financial Services,Affluent Customer,No,12-15,VIC,7,1630.25
3160,Male,80-89,40-49,IT,Mass Customer,No,20-22,NSW,10,3690.82
3161,Female,70-79,40-49,Financial Services,Mass Customer,Yes,04-07,VIC,9,198.22
3162,Female,70-79,40-49,Argiculture,Mass Customer,Yes,12-15,NSW,11,2133.88
3163,Male,30-39,50-59,Argiculture,Affluent Customer,No,16-19,NSW,10,1496.78
3164,Female,50-59,30-39,Manufacturing,Mass Customer,Yes,12-15,NSW,9,2601.59
3165,Female,50-59,40-49,Manufacturing,Affluent Customer,Yes,08-11,NSW,9,3167.89
3166,Male,90-99,60+,Health,Mass Customer,No,20-22,NSW,8,4710.42
3167,Male,30-39,18-29,Property,Mass Customer,No,04-07,VIC,8,3438.79
3168,Male,80-89,40-49,Health,Affluent Customer,No,20-22,QLD,7,5170.51
3169,Male,90-99,50-59,IT,Mass Customer,Yes,16-19,VIC,7,4539.95
3170,Female,60-69,50-59,Entertainment,Mass Customer,No,08-11,VIC,8,4344.71
3171,Male,30-39,50-59,Financial Services,Affluent Customer,Yes,08-11,NSW,1,2072.72
3172,Female,60-69,50-59,Retail,Affluent Customer,No,04-07,QLD,3,676.98
3173,Male,50-59,18-29,Health,Mass Customer,Yes,00-03,VIC,2,4681.85
3174,Female,60-69,40-49,Financial Services,Affluent Customer,No,08-11,NSW,12,2346.62
3175,Male,80-89,30-39,Health,Mass Customer,No,16-19,VIC,9,1801.14
3176,Male,60-69,40-49,,Affluent Customer,No,16-19,VIC,4,2701.29
3177,Male,90-99,40-49,,Affluent Customer,No,04-07,NSW,10,2163.59
3178,Male,20-29,40-49,Retail,Mass Customer,Yes,08-11,QLD,7,4339.76
3179,Male,80-89,40-49,Entertainment,Affluent Customer,Yes,16-19,NSW,9,459.46
3180,Male,90-99,40-49,IT,Mass Customer,Yes,16-19,NSW,9,1189.2
3181,Male,30-39,40-49,Financial Services,High Net Worth,No,04-07,NSW,2,3408.81
3182,Female,50-59,50-59,Financial Services,Affluent Customer,No,12-15,NSW,11,909.45
3183,Male,60-69,40-49,Health,Mass Customer,No,12-15,VIC,10,2059.05
3184,Female,0-9,40-49,Manufacturing,Affluent Customer,Yes,04-07,NSW,10,5310.3
3185,Male,20-29,60+,Financial Services,Mass Customer,No,08-11,NSW,7,1939.76
3186,Female,20-29,18-29,,Mass Customer,Yes,00-03,VIC,9,4279.33
3187,Male,70-79,40-49,Financial Services,Mass Customer,Yes,12-15,NSW,7,1034.7
3188,Male,90-99,18-29,Financial Services,Mass Customer,No,00-03,VIC,9,1363.16
3189,Male,40-49,50-59,Financial Services,Mass Customer,No,08-11,QLD,3,50.18
3190,Female,10-19,30-39,,Affluent Customer,No,12-15,VIC,9,2529.3
3191,Female,20-29,60+,Financial Services,Affluent Customer,Yes,12-15,QLD,4,4394.24
3192,Female,30-39,50-59,Financial Services,High Net Worth,Yes,16-19,VIC,2,2865.09
3193,Female,0-9,40-49,Property,High Net Worth,No,04-07,NSW,10,2362.31
3194,Male,30-39,40-49,Manufacturing,Mass Customer,No,08-11,QLD,9,649.87
3195,Female,0-9,30-39,Manufacturing,Mass Customer,No,16-19,NSW,8,3603.19
3196,Female,10-19,40-49,Health,Mass Customer,No,08-11,VIC,7,2929.01
3197,Male,80-89,40-49,Health,High Net Worth,No,12-15,NSW,8,2762.32
3198,Male,60-69,18-29,Manufacturing,Mass Customer,Yes,00-03,VIC,8,2709.95
3199,Female,90-99,50-59,,Mass Customer,Yes,12-15,QLD,7,6329.52
3200,Female,50-59,18-29,Manufacturing,Mass Customer,No,00-03,QLD,7,1001.75
3201,Male,60-69,18-29,Financial Services,Mass Customer,Yes,00-03,NSW,8,4063.68
3202,Male,70-79,18-29,Financial Services,Mass Customer,Yes,00-03,NSW,9,4083.36
3203,Male,20-29,30-39,,Affluent Customer,Yes,04-07,QLD,8,1744.21
3204,Female,50-59,18-29,Health,Mass Customer,Yes,04-07,QLD,6,3417.46
3205,Male,30-39,60+,,Mass Customer,No,20-22,NSW,10,2261.79
3206,Female,30-39,18-29,Financial Services,Mass Customer,No,00-03,NSW,9,2991.01
3207,Female,40-49,30-39,,Mass Customer,No,20-22,NSW,1,1263.28
3208,Female,50-59,50-59,,High Net Worth,No,12-15,VIC,2,3922.88
3209,Female,10-19,50-59,Manufacturing,Affluent Customer,No,12-15,QLD,7,1732.03
3210,Female,80-89,30-39,Manufacturing,Mass Customer,No,00-03,VIC,5,2023.69
3211,Female,50-59,18-29,Health,High Net Worth,Yes,04-07,VIC,8,2302.94
3212,Female,60-69,30-39,Financial Services,Affluent Customer,No,12-15,NSW,12,6387.25
3213,Female,20-29,40-49,Telecommunications,Affluent Customer,Yes,16-19,VIC,11,2122.62
3214,Female,0-9,18-29,Financial Services,Mass Customer,Yes,08-11,QLD,3,2969.77
3215,Male,10-19,40-49,,Mass Customer,Yes,04-07,NSW,11,7247.33
3216,Male,50-59,18-29,Manufacturing,Mass Customer,Yes,00-03,QLD,7,1236.19
3217,Female,90-99,50-59,Manufacturing,Mass Customer,No,08-11,NSW,11,5564.08
3218,Female,30-39,40-49,Argiculture,Mass Customer,Yes,20-22,QLD,4,1382.55
3219,Female,90-99,18-29,Financial Services,Mass Customer,No,00-03,NSW,7,2096.27
3220,Male,50-59,40-49,Manufacturing,Affluent Customer,No,08-11,NSW,10,4304.22
3221,Female,50-59,60+,Property,High Net Worth,Yes,08-11,QLD,8,4743.61
3224,Female,60-69,18-29,Manufacturing,Affluent Customer,No,00-03,VIC,8,4001.52
3225,Male,10-19,40-49,Health,Mass Customer,Yes,04-07,NSW,11,4805.02
3226,Female,40-49,40-49,Entertainment,Affluent Customer,No,08-11,VIC,7,366.05
3227,Male,30-39,18-29,Manufacturing,Affluent Customer,No,00-03,VIC,7,3386.57
3228,Female,30-39,50-59,Health,Mass Customer,No,12-15,NSW,1,2942.86
3229,Male,60-69,50-59,Retail,High Net Worth,Yes,04-07,VIC,1,0.0
3230,Female,30-39,50-59,Financial Services,Mass Customer,No,12-15,VIC,5,3890.0
3231,Male,80-89,40-49,,Affluent Customer,Yes,16-19,VIC,8,2994.4
3232,Female,0-9,18-29,Financial Services,Mass Customer,Yes,08-11,VIC,10,8903.62
3233,Male,0-9,60+,Financial Services,Mass Customer,Yes,16-19,VIC,7,781.46
3234,Male,30-39,30-39,Manufacturing,Mass Customer,Yes,16-19,VIC,8,943.2
3235,Male,80-89,50-59,Property,Affluent Customer,Yes,12-15,VIC,9,574.62
3236,Male,30-39,18-29,Manufacturing,Mass Customer,Yes,04-07,VIC,4,0.0
3237,Female,90-99,50-59,Manufacturing,Mass Customer,No,12-15,NSW,8,3919.85
3238,Male,20-29,40-49,Retail,Mass Customer,No,12-15,NSW,4,2076.89
3239,Female,10-19,40-49,Health,High Net Worth,No,04-07,VIC,7,1768.67
3240,Male,90-99,40-49,,Mass Customer,Yes,04-07,NSW,8,5085.84
3241,Male,30-39,40-49,Manufacturing,Mass Customer,Yes,16-19,QLD,7,3770.63
3242,Female,0-9,60+,Manufacturing,Affluent Customer,Yes,12-15,VIC,8,8252.69
3243,Male,20-29,40-49,Health,Mass Customer,No,04-07,VIC,7,1202.87
3244,Female,20-29,60+,Financial Services,Mass Customer,No,12-15,VIC,9,1007.13
3245,Male,80-89,60+,IT,High Net Worth,No,04-07,NSW,8,1935.51
3246,Female,70-79,50-59,Financial Services,Mass Customer,Yes,04-07,QLD,12,1947.8
3247,Female,0-9,30-39,Manufacturing,Mass Customer,Yes,04-07,VIC,5,3802.55
3248,Male,30-39,60+,,Affluent Customer,No,04-07,VIC,7,872.39
3249,Female,40-49,30-39,Manufacturing,Mass Customer,Yes,12-15,NSW,4,6400.0
3250,Male,20-29,18-29,Argiculture,High Net Worth,Yes,04-07,QLD,5,2762.53
3251,Female,90-99,40-49,Financial Services,High Net Worth,Yes,08-11,NSW,10,6264.88
3252,Female,50-59,30-39,,High Net Worth,Yes,12-15,NSW,12,2574.5
3253,Female,40-49,30-39,Financial Services,High Net Worth,Yes,04-07,NSW,8,4031.65
3254,Female,0-9,18-29,Financial Services,Mass Customer,No,00-03,QLD,6,2001.91
3256,Female,70-79,30-39,Financial Services,Affluent Customer,No,04-07,QLD,9,7287.87
3257,Male,60-69,40-49,,Mass Customer,Yes,08-11,NSW,7,2064.46
3258,Female,70-79,40-49,Retail,Mass Customer,Yes,16-19,NSW,9,4821.9
3259,Male,70-79,60+,,High Net Worth,No,08-11,QLD,3,421.01
3260,Female,0-9,40-49,Telecommunications,High Net Worth,No,08-11,QLD,4,1938.37
3261,Male,0-9,40-49,Property,Mass Customer,Yes,04-07,NSW,8,4363.99
3262,Male,60-69,60+,Entertainment,Mass Customer,No,12-15,QLD,8,4290.81
3263,Female,30-39,30-39,Manufacturing,Affluent Customer,No,04-07,NSW,9,843.71
3264,Male,80-89,40-49,Financial Services,Mass Customer,Yes,16-19,NSW,11,2960.84
3265,Male,60-69,50-59,Health,High Net Worth,No,08-11,VIC,8,741.13
3266,Male,60-69,18-29,,Mass Customer,Yes,04-07,NSW,12,2269.93
3267,Male,20-29,30-39,Property,High Net Worth,Yes,08-11,NSW,4,4449.68
3268,Female,90-99,30-39,Manufacturing,Mass Customer,No,20-22,VIC,5,4250.46
3269,Male,90-99,18-29,,Mass Customer,No,00-03,NSW,9,1892.56
3270,Male,40-49,60+,Financial Services,Mass Customer,Yes,04-07,VIC,10,2201.06
3271,Female,20-29,30-39,Property,High Net Worth,Yes,16-19,NSW,10,1938.79
3272,Male,70-79,18-29,,Affluent Customer,No,08-11,VIC,3,41.13
3273,Female,70-79,40-49,Entertainment,Mass Customer,No,08-11,VIC,12,4541.46
3274,Female,40-49,40-49,Financial Services,Mass Customer,Yes,16-19,NSW,10,1519.4
3275,Female,20-29,40-49,Manufacturing,Mass Customer,No,04-07,NSW,11,1581.05
3276,Male,10-19,40-49,,High Net Worth,No,00-03,QLD,2,2063.2
3277,Male,90-99,50-59,,Affluent Customer,No,08-11,NSW,7,2535.98
3278,Male,60-69,30-39,Financial Services,Affluent Customer,No,08-11,QLD,8,3216.13
3279,Male,50-59,60+,Financial Services,Mass Customer,No,12-15,NSW,9,690.49
3280,Female,40-49,30-39,Financial Services,Mass Customer,Yes,20-22,NSW,11,6881.08
3281,Female,60-69,18-29,,Mass Customer,No,04-07,QLD,1,987.82
3282,Female,0-9,60+,Health,High Net Worth,No,12-15,NSW,10,2504.28
3283,Female,40-49,40-49,Property,Mass Customer,Yes,04-07,NSW,8,5058.9
3284,Female,90-99,18-29,Retail,Affluent Customer,No,00-03,VIC,10,2969.04
3285,Male,50-59,30-39,Health,Affluent Customer,Yes,08-11,VIC,9,2354.97
3286,Male,20-29,50-59,Entertainment,Mass Customer,No,20-22,VIC,7,4035.57
